customer_id,customer_segment,historical_success_rate,average_transaction_amount,previous_transactions,previous_failures
CUST_00829,LOW_RELIABILITY,0.51,2277.57,96,47
CUST_00830,MEDIUM_RELIABILITY,0.74,4748.42,23,5
CUST_00831,HIGH_RELIABILITY,0.95,8219.51,41,2
CUST_00832,LOW_RELIABILITY,0.62,3579.35,65,24
CUST_00833,MEDIUM_RELIABILITY,0.87,8588.54,22,2
CUST_00834,MEDIUM_RELIABILITY,0.7,9340.65,65,19
CUST_00835,MEDIUM_RELIABILITY,0.68,8265.77,5,1
CUST_00836,LOW_RELIABILITY,0.46,6170.23,7,3
CUST_00837,HIGH_RELIABILITY,0.98,12282.96,24,0
CUST_00838,MEDIUM_RELIABILITY,0.82,3394.45,98,17
CUST_00839,MEDIUM_RELIABILITY,0.67,4328.31,59,19
CUST_00840,HIGH_RELIABILITY,0.9,10729.32,41,4
CUST_00841,HIGH_RELIABILITY,0.92,14658.54,20,1
CUST_00842,HIGH_RELIABILITY,0.95,12514.73,58,2
CUST_00843,MEDIUM_RELIABILITY,0.68,8689.14,84,26
CUST_00844,MEDIUM_RELIABILITY,0.85,5127.09,19,2
CUST_00845,LOW_RELIABILITY,0.53,5400.71,68,31
CUST_00846,MEDIUM_RELIABILITY,0.69,5274.38,7,2
CUST_00847,MEDIUM_RELIABILITY,0.74,1890.55,78,20
CUST_00848,HIGH_RELIABILITY,0.92,1954.41,23,1
CUST_00849,HIGH_RELIABILITY,0.88,2892.33,5,0
CUST_00850,MEDIUM_RELIABILITY,0.86,5720.53,35,4
CUST_00851,MEDIUM_RELIABILITY,0.86,4608.73,28,3
CUST_00852,MEDIUM_RELIABILITY,0.72,5308.35,15,4
CUST_00853,MEDIUM_RELIABILITY,0.75,1503.81,51,12
CUST_00854,HIGH_RELIABILITY,0.95,4024.53,72,3
CUST_00855,MEDIUM_RELIABILITY,0.79,6676.91,69,14
CUST_00856,MEDIUM_RELIABILITY,0.68,1082.82,54,17
CUST_00857,LOW_RELIABILITY,0.58,3326.64,10,4
CUST_00858,MEDIUM_RELIABILITY,0.66,9951.23,52,17
CUST_00859,HIGH_RELIABILITY,0.89,10730.49,7,0
CUST_00860,MEDIUM_RELIABILITY,0.87,2772.21,13,1
CUST_00861,HIGH_RELIABILITY,0.9,2699.39,98,9
CUST_00862,MEDIUM_RELIABILITY,0.72,1459.94,18,5
CUST_00863,MEDIUM_RELIABILITY,0.8,1091.77,99,19
CUST_00864,MEDIUM_RELIABILITY,0.76,9968.62,22,5
CUST_00865,HIGH_RELIABILITY,0.97,9613.07,74,2
CUST_00866,HIGH_RELIABILITY,0.91,9734.54,87,7
CUST_00867,HIGH_RELIABILITY,0.94,6965.17,92,5
CUST_00868,MEDIUM_RELIABILITY,0.68,8922.74,94,30
CUST_00869,MEDIUM_RELIABILITY,0.75,2348.91,28,7
CUST_00870,LOW_RELIABILITY,0.46,3016.08,13,7
CUST_00871,MEDIUM_RELIABILITY,0.83,7469.34,63,10
CUST_00872,HIGH_RELIABILITY,0.96,1154.44,30,1
CUST_00873,HIGH_RELIABILITY,0.93,7738.82,30,2
CUST_00874,LOW_RELIABILITY,0.36,1966.73,45,28
CUST_00875,LOW_RELIABILITY,0.57,1132.35,70,30
CUST_00876,MEDIUM_RELIABILITY,0.77,2544.42,74,17
CUST_00877,MEDIUM_RELIABILITY,0.65,2791.41,9,3
CUST_00878,MEDIUM_RELIABILITY,0.86,8114.6,29,4
CUST_00879,HIGH_RELIABILITY,0.99,7829.96,11,0
CUST_00880,LOW_RELIABILITY,0.38,3926.12,47,29
CUST_00881,HIGH_RELIABILITY,0.93,12821.0,52,3
CUST_00882,MEDIUM_RELIABILITY,0.67,5138.29,56,18
CUST_00883,MEDIUM_RELIABILITY,0.68,3584.42,54,17
CUST_00884,HIGH_RELIABILITY,0.96,7664.25,28,1
CUST_00885,MEDIUM_RELIABILITY,0.73,4247.52,68,18
CUST_00886,MEDIUM_RELIABILITY,0.75,7957.66,71,17
CUST_00887,HIGH_RELIABILITY,0.98,14374.69,15,0
CUST_00888,MEDIUM_RELIABILITY,0.82,3496.37,15,2
CUST_00889,MEDIUM_RELIABILITY,0.8,4657.23,28,5
CUST_00890,MEDIUM_RELIABILITY,0.71,8488.28,46,13
CUST_00891,HIGH_RELIABILITY,0.88,13624.67,46,5
CUST_00892,MEDIUM_RELIABILITY,0.75,6553.41,44,11
CUST_00893,MEDIUM_RELIABILITY,0.8,9003.62,96,19
CUST_00894,MEDIUM_RELIABILITY,0.79,6332.37,93,19
CUST_00895,MEDIUM_RELIABILITY,0.66,5424.88,62,21
CUST_00896,HIGH_RELIABILITY,0.9,11324.07,50,4
CUST_00897,MEDIUM_RELIABILITY,0.76,6962.16,60,14
CUST_00898,HIGH_RELIABILITY,0.88,2187.09,12,1
CUST_00899,HIGH_RELIABILITY,0.96,2009.18,86,3
CUST_00900,MEDIUM_RELIABILITY,0.67,615.03,70,23
CUST_00901,LOW_RELIABILITY,0.63,5215.06,91,33
CUST_00902,HIGH_RELIABILITY,0.92,5151.5,8,0
CUST_00903,HIGH_RELIABILITY,0.92,11845.15,82,6
CUST_00904,MEDIUM_RELIABILITY,0.8,2259.36,61,12
CUST_00905,HIGH_RELIABILITY,0.9,2377.54,13,1
CUST_00906,HIGH_RELIABILITY,0.95,11701.22,87,4
CUST_00907,MEDIUM_RELIABILITY,0.71,698.98,54,15
CUST_00908,LOW_RELIABILITY,0.37,6781.45,9,5
CUST_00909,MEDIUM_RELIABILITY,0.71,7807.62,91,26
CUST_00910,MEDIUM_RELIABILITY,0.79,4128.43,52,10
CUST_00911,MEDIUM_RELIABILITY,0.7,1653.17,14,4
CUST_00912,MEDIUM_RELIABILITY,0.79,7859.02,72,15
CUST_00913,MEDIUM_RELIABILITY,0.79,5537.87,45,9
CUST_00914,MEDIUM_RELIABILITY,0.66,9700.64,36,12
CUST_00915,LOW_RELIABILITY,0.58,2191.19,8,3
CUST_00916,MEDIUM_RELIABILITY,0.87,6217.88,68,8
CUST_00917,MEDIUM_RELIABILITY,0.78,7606.7,76,16
CUST_00918,HIGH_RELIABILITY,0.97,10190.7,38,1
CUST_00919,MEDIUM_RELIABILITY,0.68,3713.54,32,10
CUST_00920,LOW_RELIABILITY,0.62,1727.39,41,15
CUST_00921,MEDIUM_RELIABILITY,0.73,4604.73,67,18
CUST_00922,HIGH_RELIABILITY,0.93,9581.15,22,1
CUST_00923,LOW_RELIABILITY,0.62,1836.71,62,23
CUST_00924,HIGH_RELIABILITY,0.89,3764.59,96,10
CUST_00925,MEDIUM_RELIABILITY,0.85,6635.2,16,2
CUST_00926,LOW_RELIABILITY,0.43,5748.44,45,25
CUST_00927,MEDIUM_RELIABILITY,0.84,8541.89,95,15
CUST_00928,HIGH_RELIABILITY,0.98,4531.37,74,1
CUST_00929,HIGH_RELIABILITY,0.96,7447.55,43,1
CUST_00930,LOW_RELIABILITY,0.59,5153.74,96,39
CUST_00931,MEDIUM_RELIABILITY,0.82,6733.54,94,16
CUST_00932,MEDIUM_RELIABILITY,0.69,5677.76,51,15
CUST_00933,MEDIUM_RELIABILITY,0.87,9405.19,20,2
CUST_00934,LOW_RELIABILITY,0.36,1320.74,22,14
CUST_00935,HIGH_RELIABILITY,0.89,11163.72,68,7
CUST_00936,HIGH_RELIABILITY,0.97,3989.16,75,2
CUST_00937,MEDIUM_RELIABILITY,0.76,8486.68,64,15
CUST_00938,LOW_RELIABILITY,0.56,3887.21,75,32
CUST_00939,HIGH_RELIABILITY,0.94,8117.05,16,0
CUST_00940,HIGH_RELIABILITY,0.91,8910.31,55,4
CUST_00941,LOW_RELIABILITY,0.55,6138.6,97,43
CUST_00942,MEDIUM_RELIABILITY,0.79,7730.65,57,11
CUST_00943,MEDIUM_RELIABILITY,0.69,4884.8,78,24
CUST_00944,HIGH_RELIABILITY,0.88,4453.5,45,5
CUST_00945,MEDIUM_RELIABILITY,0.81,9922.19,62,11
CUST_00946,MEDIUM_RELIABILITY,0.67,4314.2,71,23
CUST_00947,HIGH_RELIABILITY,0.97,3856.5,75,2
CUST_00948,MEDIUM_RELIABILITY,0.77,7464.18,28,6
CUST_00949,MEDIUM_RELIABILITY,0.79,2286.23,21,4
CUST_00950,MEDIUM_RELIABILITY,0.73,7946.02,12,3
CUST_00951,LOW_RELIABILITY,0.51,235.56,71,34
CUST_00952,HIGH_RELIABILITY,0.96,1494.36,26,1
CUST_00953,HIGH_RELIABILITY,0.96,3834.73,95,3
CUST_00954,HIGH_RELIABILITY,0.99,6151.17,71,0
CUST_00955,LOW_RELIABILITY,0.44,1212.44,15,8
CUST_00956,HIGH_RELIABILITY,0.91,13273.11,86,7
CUST_00957,LOW_RELIABILITY,0.64,2704.5,40,14
CUST_00958,HIGH_RELIABILITY,0.93,11108.99,43,3
CUST_00959,MEDIUM_RELIABILITY,0.84,6133.92,16,2
CUST_00960,MEDIUM_RELIABILITY,0.74,4419.91,26,6
CUST_00961,MEDIUM_RELIABILITY,0.8,530.57,79,15
CUST_00962,HIGH_RELIABILITY,0.95,5976.9,89,4
CUST_00963,MEDIUM_RELIABILITY,0.82,1383.41,82,14
CUST_00964,HIGH_RELIABILITY,0.94,7733.62,77,4
CUST_00965,HIGH_RELIABILITY,0.95,1907.95,8,0
CUST_00966,HIGH_RELIABILITY,0.94,8860.78,87,5
CUST_00967,MEDIUM_RELIABILITY,0.77,6233.13,38,8
CUST_00968,MEDIUM_RELIABILITY,0.8,8147.4,78,15
CUST_00969,MEDIUM_RELIABILITY,0.71,8337.97,86,24
CUST_00970,HIGH_RELIABILITY,0.93,2078.82,85,5
CUST_00971,MEDIUM_RELIABILITY,0.66,3675.26,87,29
CUST_00972,LOW_RELIABILITY,0.58,5012.23,66,27
CUST_00973,HIGH_RELIABILITY,0.97,8241.77,92,2
CUST_00974,MEDIUM_RELIABILITY,0.75,1900.8,63,15
CUST_00975,HIGH_RELIABILITY,0.92,7076.27,12,0
CUST_00976,HIGH_RELIABILITY,0.89,4088.57,58,6
CUST_00977,MEDIUM_RELIABILITY,0.78,7488.8,31,6
CUST_00978,HIGH_RELIABILITY,0.99,14063.59,23,0
CUST_00979,HIGH_RELIABILITY,0.95,6897.47,96,4
CUST_00980,HIGH_RELIABILITY,0.95,11999.12,49,2
CUST_00981,LOW_RELIABILITY,0.38,2987.35,21,13
CUST_00982,MEDIUM_RELIABILITY,0.83,4146.41,70,11
CUST_00983,MEDIUM_RELIABILITY,0.78,6083.81,45,9
CUST_00984,HIGH_RELIABILITY,0.9,6071.3,20,1
CUST_00985,HIGH_RELIABILITY,0.92,1366.75,36,2
CUST_00986,HIGH_RELIABILITY,0.88,12643.76,11,1
CUST_00987,HIGH_RELIABILITY,0.91,8253.1,54,4
CUST_00988,LOW_RELIABILITY,0.44,6596.62,58,32
CUST_00989,HIGH_RELIABILITY,0.91,7015.2,25,2
CUST_00990,LOW_RELIABILITY,0.6,5925.15,78,31
CUST_00991,MEDIUM_RELIABILITY,0.69,8125.11,29,8
CUST_00992,MEDIUM_RELIABILITY,0.75,5088.2,68,17
CUST_00993,LOW_RELIABILITY,0.39,748.09,64,39
CUST_00994,MEDIUM_RELIABILITY,0.81,5216.38,44,8
CUST_00995,MEDIUM_RELIABILITY,0.75,7430.33,16,4
CUST_00996,LOW_RELIABILITY,0.57,1280.58,69,29
CUST_00997,MEDIUM_RELIABILITY,0.78,1785.86,35,7
CUST_00998,HIGH_RELIABILITY,0.96,10197.37,50,2
CUST_00999,HIGH_RELIABILITY,0.99,1965.41,41,0
CUST_01000,MEDIUM_RELIABILITY,0.66,3180.78,88,29
