transaction_id,customer_id,customer_segment,historical_success_rate,average_transaction_amount,amount,payment_method,transaction_hour,failure_reason,retry_count,strategy_id,strategy_name,action,delay_hours,ground_truth_probability,recovered,recovered_amount,recovery_cost,customer_friction
TXN_0003835,CUST_00377,HIGH_RELIABILITY,0.95,5688.68,8762.88,CARD,6,NETWORK_TIMEOUT,0,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.6919,0,0.0,8.51,0.45
TXN_0003835,CUST_00377,HIGH_RELIABILITY,0.95,5688.68,8762.88,CARD,6,NETWORK_TIMEOUT,0,WAIT,Wait,WAIT,12.0,0.7673,0,0.0,0.58,0.05
TXN_0003836,CUST_00378,HIGH_RELIABILITY,0.9,12116.35,4785.82,WALLET,0,TECHNICAL_ERROR,1,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.8089,0,0.0,2.18,0.23
TXN_0003836,CUST_00378,HIGH_RELIABILITY,0.9,12116.35,4785.82,WALLET,0,TECHNICAL_ERROR,1,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.8135,0,0.0,1.83,0.18
TXN_0003836,CUST_00378,HIGH_RELIABILITY,0.9,12116.35,4785.82,WALLET,0,TECHNICAL_ERROR,1,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.5928,1,4785.82,8.09,0.53
TXN_0003836,CUST_00378,HIGH_RELIABILITY,0.9,12116.35,4785.82,WALLET,0,TECHNICAL_ERROR,1,WAIT,Wait,WAIT,12.0,0.6313,1,4785.82,0.0,0.13
TXN_0003844,CUST_00379,MEDIUM_RELIABILITY,0.79,5567.88,7356.63,NET_BANKING,10,AUTHENTICATION_FAILURE,1,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.6695,1,7356.63,2.46,0.23
TXN_0003844,CUST_00379,MEDIUM_RELIABILITY,0.79,5567.88,7356.63,NET_BANKING,10,AUTHENTICATION_FAILURE,1,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.6833,1,7356.63,2.71,0.18
TXN_0003844,CUST_00379,MEDIUM_RELIABILITY,0.79,5567.88,7356.63,NET_BANKING,10,AUTHENTICATION_FAILURE,1,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.844,1,7356.63,8.26,0.53
TXN_0003844,CUST_00379,MEDIUM_RELIABILITY,0.79,5567.88,7356.63,NET_BANKING,10,AUTHENTICATION_FAILURE,1,WAIT,Wait,WAIT,12.0,0.572,0,0.0,0.55,0.13
TXN_0003857,CUST_00381,MEDIUM_RELIABILITY,0.68,3461.36,3177.14,UPI,23,AUTHENTICATION_FAILURE,2,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.5908,1,3177.14,1.89,0.31
TXN_0003857,CUST_00381,MEDIUM_RELIABILITY,0.68,3461.36,3177.14,UPI,23,AUTHENTICATION_FAILURE,2,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.5475,1,3177.14,2.09,0.26
TXN_0003857,CUST_00381,MEDIUM_RELIABILITY,0.68,3461.36,3177.14,UPI,23,AUTHENTICATION_FAILURE,2,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.6274,1,3177.14,7.77,0.61
TXN_0003857,CUST_00381,MEDIUM_RELIABILITY,0.68,3461.36,3177.14,UPI,23,AUTHENTICATION_FAILURE,2,WAIT,Wait,WAIT,12.0,0.467,0,0.0,0.0,0.21
TXN_0003860,CUST_00381,MEDIUM_RELIABILITY,0.68,3461.36,2736.45,UPI,6,NETWORK_TIMEOUT,3,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.7248,1,2736.45,2.15,0.39
TXN_0003860,CUST_00381,MEDIUM_RELIABILITY,0.68,3461.36,2736.45,UPI,6,NETWORK_TIMEOUT,3,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.573,0,0.0,1.98,0.34
TXN_0003860,CUST_00381,MEDIUM_RELIABILITY,0.68,3461.36,2736.45,UPI,6,NETWORK_TIMEOUT,3,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.5574,0,0.0,8.16,0.69
TXN_0003860,CUST_00381,MEDIUM_RELIABILITY,0.68,3461.36,2736.45,UPI,6,NETWORK_TIMEOUT,3,WAIT,Wait,WAIT,12.0,0.5347,1,2736.45,0.0,0.29
TXN_0003863,CUST_00381,MEDIUM_RELIABILITY,0.68,3461.36,2479.12,NET_BANKING,2,TEMPORARY_BANK_ERROR,0,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.659,1,2479.12,2.02,0.15
TXN_0003863,CUST_00381,MEDIUM_RELIABILITY,0.68,3461.36,2479.12,NET_BANKING,2,TEMPORARY_BANK_ERROR,0,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.8277,1,2479.12,1.97,0.1
TXN_0003863,CUST_00381,MEDIUM_RELIABILITY,0.68,3461.36,2479.12,NET_BANKING,2,TEMPORARY_BANK_ERROR,0,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.6177,1,2479.12,8.11,0.45
TXN_0003863,CUST_00381,MEDIUM_RELIABILITY,0.68,3461.36,2479.12,NET_BANKING,2,TEMPORARY_BANK_ERROR,0,WAIT,Wait,WAIT,12.0,0.6823,1,2479.12,0.0,0.05
TXN_0003864,CUST_00381,MEDIUM_RELIABILITY,0.68,3461.36,4353.83,NET_BANKING,18,INSUFFICIENT_FUNDS,3,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.2793,0,0.0,1.86,0.39
TXN_0003864,CUST_00381,MEDIUM_RELIABILITY,0.68,3461.36,4353.83,NET_BANKING,18,INSUFFICIENT_FUNDS,3,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.48,1,4353.83,2.04,0.34
TXN_0003864,CUST_00381,MEDIUM_RELIABILITY,0.68,3461.36,4353.83,NET_BANKING,18,INSUFFICIENT_FUNDS,3,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.4345,1,4353.83,8.02,0.69
TXN_0003864,CUST_00381,MEDIUM_RELIABILITY,0.68,3461.36,4353.83,NET_BANKING,18,INSUFFICIENT_FUNDS,3,WAIT,Wait,WAIT,12.0,0.406,0,0.0,0.0,0.29
TXN_0003865,CUST_00381,MEDIUM_RELIABILITY,0.68,3461.36,2931.84,CARD,10,USER_ABANDONMENT,1,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.3219,1,2931.84,1.77,0.23
TXN_0003865,CUST_00381,MEDIUM_RELIABILITY,0.68,3461.36,2931.84,CARD,10,USER_ABANDONMENT,1,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.3955,1,2931.84,2.0,0.18
TXN_0003865,CUST_00381,MEDIUM_RELIABILITY,0.68,3461.36,2931.84,CARD,10,USER_ABANDONMENT,1,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.8574,1,2931.84,8.1,0.53
TXN_0003865,CUST_00381,MEDIUM_RELIABILITY,0.68,3461.36,2931.84,CARD,10,USER_ABANDONMENT,1,WAIT,Wait,WAIT,12.0,0.5261,0,0.0,0.0,0.13
TXN_0003866,CUST_00381,MEDIUM_RELIABILITY,0.68,3461.36,725.55,CARD,7,USER_ABANDONMENT,0,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.5457,1,725.55,2.22,0.15
TXN_0003866,CUST_00381,MEDIUM_RELIABILITY,0.68,3461.36,725.55,CARD,7,USER_ABANDONMENT,0,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.5117,0,0.0,1.82,0.1
TXN_0003866,CUST_00381,MEDIUM_RELIABILITY,0.68,3461.36,725.55,CARD,7,USER_ABANDONMENT,0,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.7635,1,725.55,7.78,0.45
TXN_0003866,CUST_00381,MEDIUM_RELIABILITY,0.68,3461.36,725.55,CARD,7,USER_ABANDONMENT,0,WAIT,Wait,WAIT,12.0,0.4733,0,0.0,0.0,0.05
TXN_0003869,CUST_00381,MEDIUM_RELIABILITY,0.68,3461.36,3508.3,NET_BANKING,4,USER_ABANDONMENT,3,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.3008,0,0.0,2.02,0.39
TXN_0003869,CUST_00381,MEDIUM_RELIABILITY,0.68,3461.36,3508.3,NET_BANKING,4,USER_ABANDONMENT,3,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.3913,0,0.0,1.82,0.34
TXN_0003869,CUST_00381,MEDIUM_RELIABILITY,0.68,3461.36,3508.3,NET_BANKING,4,USER_ABANDONMENT,3,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.699,1,3508.3,7.92,0.69
TXN_0003869,CUST_00381,MEDIUM_RELIABILITY,0.68,3461.36,3508.3,NET_BANKING,4,USER_ABANDONMENT,3,WAIT,Wait,WAIT,12.0,0.2596,0,0.0,0.04,0.29
TXN_0003870,CUST_00381,MEDIUM_RELIABILITY,0.68,3461.36,1813.19,WALLET,11,NETWORK_TIMEOUT,0,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.7598,1,1813.19,1.86,0.15
TXN_0003870,CUST_00381,MEDIUM_RELIABILITY,0.68,3461.36,1813.19,WALLET,11,NETWORK_TIMEOUT,0,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.7174,1,1813.19,1.84,0.1
TXN_0003870,CUST_00381,MEDIUM_RELIABILITY,0.68,3461.36,1813.19,WALLET,11,NETWORK_TIMEOUT,0,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.7434,1,1813.19,7.88,0.45
TXN_0003870,CUST_00381,MEDIUM_RELIABILITY,0.68,3461.36,1813.19,WALLET,11,NETWORK_TIMEOUT,0,WAIT,Wait,WAIT,12.0,0.5703,0,0.0,0.0,0.05
TXN_0003871,CUST_00382,LOW_RELIABILITY,0.42,5258.83,7206.65,UPI,9,AUTHENTICATION_FAILURE,2,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.5583,0,0.0,2.73,0.31
TXN_0003871,CUST_00382,LOW_RELIABILITY,0.42,5258.83,7206.65,UPI,9,AUTHENTICATION_FAILURE,2,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.4584,1,7206.65,2.54,0.26
TXN_0003871,CUST_00382,LOW_RELIABILITY,0.42,5258.83,7206.65,UPI,9,AUTHENTICATION_FAILURE,2,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.7019,1,7206.65,8.71,0.61
TXN_0003871,CUST_00382,LOW_RELIABILITY,0.42,5258.83,7206.65,UPI,9,AUTHENTICATION_FAILURE,2,WAIT,Wait,WAIT,12.0,0.2452,0,0.0,0.66,0.21
TXN_0003873,CUST_00382,LOW_RELIABILITY,0.42,5258.83,4885.25,UPI,3,NETWORK_TIMEOUT,0,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.6092,0,0.0,1.88,0.15
TXN_0003873,CUST_00382,LOW_RELIABILITY,0.42,5258.83,4885.25,UPI,3,NETWORK_TIMEOUT,0,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.6537,1,4885.25,2.0,0.1
TXN_0003873,CUST_00382,LOW_RELIABILITY,0.42,5258.83,4885.25,UPI,3,NETWORK_TIMEOUT,0,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.5074,1,4885.25,7.78,0.45
TXN_0003873,CUST_00382,LOW_RELIABILITY,0.42,5258.83,4885.25,UPI,3,NETWORK_TIMEOUT,0,WAIT,Wait,WAIT,12.0,0.586,1,4885.25,0.11,0.05
TXN_0003874,CUST_00382,LOW_RELIABILITY,0.42,5258.83,6638.52,NET_BANKING,5,INSUFFICIENT_FUNDS,0,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.263,0,0.0,2.58,0.15
TXN_0003874,CUST_00382,LOW_RELIABILITY,0.42,5258.83,6638.52,NET_BANKING,5,INSUFFICIENT_FUNDS,0,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.7003,1,6638.52,2.46,0.1
TXN_0003874,CUST_00382,LOW_RELIABILITY,0.42,5258.83,6638.52,NET_BANKING,5,INSUFFICIENT_FUNDS,0,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.6473,1,6638.52,8.69,0.45
TXN_0003874,CUST_00382,LOW_RELIABILITY,0.42,5258.83,6638.52,NET_BANKING,5,INSUFFICIENT_FUNDS,0,WAIT,Wait,WAIT,12.0,0.5958,1,6638.52,0.5,0.05
TXN_0003880,CUST_00383,LOW_RELIABILITY,0.36,4075.25,3069.13,UPI,13,NETWORK_TIMEOUT,1,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.6933,1,3069.13,1.86,0.23
TXN_0003880,CUST_00383,LOW_RELIABILITY,0.36,4075.25,3069.13,UPI,13,NETWORK_TIMEOUT,1,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.5101,0,0.0,1.94,0.18
TXN_0003880,CUST_00383,LOW_RELIABILITY,0.36,4075.25,3069.13,UPI,13,NETWORK_TIMEOUT,1,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.4364,0,0.0,7.95,0.53
TXN_0003880,CUST_00383,LOW_RELIABILITY,0.36,4075.25,3069.13,UPI,13,NETWORK_TIMEOUT,1,WAIT,Wait,WAIT,12.0,0.4277,0,0.0,0.0,0.13
TXN_0003883,CUST_00383,LOW_RELIABILITY,0.36,4075.25,5196.65,UPI,11,TEMPORARY_BANK_ERROR,0,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.5635,0,0.0,2.34,0.15
TXN_0003883,CUST_00383,LOW_RELIABILITY,0.36,4075.25,5196.65,UPI,11,TEMPORARY_BANK_ERROR,0,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.6829,1,5196.65,2.62,0.1
TXN_0003883,CUST_00383,LOW_RELIABILITY,0.36,4075.25,5196.65,UPI,11,TEMPORARY_BANK_ERROR,0,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.4543,0,0.0,8.44,0.45
TXN_0003883,CUST_00383,LOW_RELIABILITY,0.36,4075.25,5196.65,UPI,11,TEMPORARY_BANK_ERROR,0,WAIT,Wait,WAIT,12.0,0.3978,1,5196.65,0.74,0.05
TXN_0003884,CUST_00383,LOW_RELIABILITY,0.36,4075.25,3076.03,WALLET,7,TEMPORARY_BANK_ERROR,1,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.4899,1,3076.03,1.79,0.23
TXN_0003884,CUST_00383,LOW_RELIABILITY,0.36,4075.25,3076.03,WALLET,7,TEMPORARY_BANK_ERROR,1,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.6212,0,0.0,2.05,0.18
TXN_0003884,CUST_00383,LOW_RELIABILITY,0.36,4075.25,3076.03,WALLET,7,TEMPORARY_BANK_ERROR,1,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.3258,0,0.0,7.97,0.53
TXN_0003884,CUST_00383,LOW_RELIABILITY,0.36,4075.25,3076.03,WALLET,7,TEMPORARY_BANK_ERROR,1,WAIT,Wait,WAIT,12.0,0.5482,1,3076.03,0.0,0.13
TXN_0003888,CUST_00383,LOW_RELIABILITY,0.36,4075.25,3977.38,NET_BANKING,16,NETWORK_TIMEOUT,1,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.6444,1,3977.38,1.82,0.23
TXN_0003888,CUST_00383,LOW_RELIABILITY,0.36,4075.25,3977.38,NET_BANKING,16,NETWORK_TIMEOUT,1,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.7358,1,3977.38,1.8,0.18
TXN_0003888,CUST_00383,LOW_RELIABILITY,0.36,4075.25,3977.38,NET_BANKING,16,NETWORK_TIMEOUT,1,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.3614,0,0.0,7.88,0.53
TXN_0003888,CUST_00383,LOW_RELIABILITY,0.36,4075.25,3977.38,NET_BANKING,16,NETWORK_TIMEOUT,1,WAIT,Wait,WAIT,12.0,0.4389,0,0.0,0.0,0.13
TXN_0003898,CUST_00385,MEDIUM_RELIABILITY,0.73,8301.94,3629.8,CARD,18,INSUFFICIENT_FUNDS,0,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.4566,0,0.0,1.85,0.15
TXN_0003898,CUST_00385,MEDIUM_RELIABILITY,0.73,8301.94,3629.8,CARD,18,INSUFFICIENT_FUNDS,0,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.6736,0,0.0,2.0,0.1
TXN_0003898,CUST_00385,MEDIUM_RELIABILITY,0.73,8301.94,3629.8,CARD,18,INSUFFICIENT_FUNDS,0,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.7489,0,0.0,7.83,0.45
TXN_0003898,CUST_00385,MEDIUM_RELIABILITY,0.73,8301.94,3629.8,CARD,18,INSUFFICIENT_FUNDS,0,WAIT,Wait,WAIT,12.0,0.715,1,3629.8,0.15,0.05
TXN_0003903,CUST_00385,MEDIUM_RELIABILITY,0.73,8301.94,11543.15,CARD,20,TEMPORARY_BANK_ERROR,1,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.7035,1,11543.15,3.45,0.23
TXN_0003903,CUST_00385,MEDIUM_RELIABILITY,0.73,8301.94,11543.15,CARD,20,TEMPORARY_BANK_ERROR,1,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.8066,1,11543.15,3.34,0.18
TXN_0003903,CUST_00385,MEDIUM_RELIABILITY,0.73,8301.94,11543.15,CARD,20,TEMPORARY_BANK_ERROR,1,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.5965,1,11543.15,9.53,0.53
TXN_0003903,CUST_00385,MEDIUM_RELIABILITY,0.73,8301.94,11543.15,CARD,20,TEMPORARY_BANK_ERROR,1,WAIT,Wait,WAIT,12.0,0.5826,1,11543.15,1.46,0.13
TXN_0003904,CUST_00385,MEDIUM_RELIABILITY,0.73,8301.94,12949.32,UPI,10,TEMPORARY_BANK_ERROR,1,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.728,0,0.0,3.32,0.23
TXN_0003904,CUST_00385,MEDIUM_RELIABILITY,0.73,8301.94,12949.32,UPI,10,TEMPORARY_BANK_ERROR,1,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.8638,1,12949.32,3.68,0.18
TXN_0003904,CUST_00385,MEDIUM_RELIABILITY,0.73,8301.94,12949.32,UPI,10,TEMPORARY_BANK_ERROR,1,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.6733,0,0.0,9.53,0.53
TXN_0003904,CUST_00385,MEDIUM_RELIABILITY,0.73,8301.94,12949.32,UPI,10,TEMPORARY_BANK_ERROR,1,WAIT,Wait,WAIT,12.0,0.5584,0,0.0,1.49,0.13
TXN_0003909,CUST_00386,MEDIUM_RELIABILITY,0.67,8541.3,8416.29,NET_BANKING,21,INSUFFICIENT_FUNDS,0,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.5773,1,8416.29,2.29,0.15
TXN_0003909,CUST_00386,MEDIUM_RELIABILITY,0.67,8541.3,8416.29,NET_BANKING,21,INSUFFICIENT_FUNDS,0,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.7243,1,8416.29,2.58,0.1
TXN_0003909,CUST_00386,MEDIUM_RELIABILITY,0.67,8541.3,8416.29,NET_BANKING,21,INSUFFICIENT_FUNDS,0,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.6861,1,8416.29,8.47,0.45
TXN_0003909,CUST_00386,MEDIUM_RELIABILITY,0.67,8541.3,8416.29,NET_BANKING,21,INSUFFICIENT_FUNDS,0,WAIT,Wait,WAIT,12.0,0.667,1,8416.29,0.45,0.05
TXN_0003913,CUST_00386,MEDIUM_RELIABILITY,0.67,8541.3,1819.89,NET_BANKING,4,TEMPORARY_BANK_ERROR,1,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.6523,1,1819.89,1.81,0.23
TXN_0003913,CUST_00386,MEDIUM_RELIABILITY,0.67,8541.3,1819.89,NET_BANKING,4,TEMPORARY_BANK_ERROR,1,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.7758,1,1819.89,1.99,0.18
TXN_0003913,CUST_00386,MEDIUM_RELIABILITY,0.67,8541.3,1819.89,NET_BANKING,4,TEMPORARY_BANK_ERROR,1,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.5569,1,1819.89,7.99,0.53
TXN_0003913,CUST_00386,MEDIUM_RELIABILITY,0.67,8541.3,1819.89,NET_BANKING,4,TEMPORARY_BANK_ERROR,1,WAIT,Wait,WAIT,12.0,0.6764,1,1819.89,0.25,0.13
TXN_0003914,CUST_00386,MEDIUM_RELIABILITY,0.67,8541.3,8468.72,CARD,16,INSUFFICIENT_FUNDS,0,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.5234,0,0.0,2.46,0.15
TXN_0003914,CUST_00386,MEDIUM_RELIABILITY,0.67,8541.3,8468.72,CARD,16,INSUFFICIENT_FUNDS,0,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.7299,1,8468.72,2.63,0.1
TXN_0003914,CUST_00386,MEDIUM_RELIABILITY,0.67,8541.3,8468.72,CARD,16,INSUFFICIENT_FUNDS,0,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.6494,1,8468.72,8.67,0.45
TXN_0003914,CUST_00386,MEDIUM_RELIABILITY,0.67,8541.3,8468.72,CARD,16,INSUFFICIENT_FUNDS,0,WAIT,Wait,WAIT,12.0,0.6103,1,8468.72,0.42,0.05
TXN_0003923,CUST_00387,HIGH_RELIABILITY,0.89,6562.02,6116.19,UPI,12,INSUFFICIENT_FUNDS,2,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.5946,1,6116.19,2.54,0.31
TXN_0003923,CUST_00387,HIGH_RELIABILITY,0.89,6562.02,6116.19,UPI,12,INSUFFICIENT_FUNDS,2,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.7855,0,0.0,2.43,0.26
TXN_0003923,CUST_00387,HIGH_RELIABILITY,0.89,6562.02,6116.19,UPI,12,INSUFFICIENT_FUNDS,2,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.5246,1,6116.19,8.29,0.61
TXN_0003923,CUST_00387,HIGH_RELIABILITY,0.89,6562.02,6116.19,UPI,12,INSUFFICIENT_FUNDS,2,WAIT,Wait,WAIT,12.0,0.7276,1,6116.19,0.75,0.21
TXN_0003930,CUST_00388,HIGH_RELIABILITY,0.97,3098.84,3657.39,UPI,10,TEMPORARY_BANK_ERROR,0,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.8632,1,3657.39,2.08,0.15
TXN_0003930,CUST_00388,HIGH_RELIABILITY,0.97,3098.84,3657.39,UPI,10,TEMPORARY_BANK_ERROR,0,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.9248,1,3657.39,1.91,0.1
TXN_0003930,CUST_00388,HIGH_RELIABILITY,0.97,3098.84,3657.39,UPI,10,TEMPORARY_BANK_ERROR,0,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.7043,0,0.0,7.92,0.45
TXN_0003930,CUST_00388,HIGH_RELIABILITY,0.97,3098.84,3657.39,UPI,10,TEMPORARY_BANK_ERROR,0,WAIT,Wait,WAIT,12.0,0.7626,1,3657.39,0.0,0.05
TXN_0003938,CUST_00389,HIGH_RELIABILITY,0.91,11111.54,9402.78,UPI,17,TEMPORARY_BANK_ERROR,0,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.8612,1,9402.78,2.72,0.15
TXN_0003938,CUST_00389,HIGH_RELIABILITY,0.91,11111.54,9402.78,UPI,17,TEMPORARY_BANK_ERROR,0,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.9342,1,9402.78,2.27,0.1
TXN_0003938,CUST_00389,HIGH_RELIABILITY,0.91,11111.54,9402.78,UPI,17,TEMPORARY_BANK_ERROR,0,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.8543,1,9402.78,8.71,0.45
TXN_0003938,CUST_00389,HIGH_RELIABILITY,0.91,11111.54,9402.78,UPI,17,TEMPORARY_BANK_ERROR,0,WAIT,Wait,WAIT,12.0,0.7732,1,9402.78,0.27,0.05
TXN_0003946,CUST_00390,MEDIUM_RELIABILITY,0.81,6590.9,4872.85,NET_BANKING,6,TECHNICAL_ERROR,1,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.7877,1,4872.85,1.87,0.23
TXN_0003946,CUST_00390,MEDIUM_RELIABILITY,0.81,6590.9,4872.85,NET_BANKING,6,TECHNICAL_ERROR,1,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.8006,0,0.0,2.19,0.18
TXN_0003946,CUST_00390,MEDIUM_RELIABILITY,0.81,6590.9,4872.85,NET_BANKING,6,TECHNICAL_ERROR,1,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.707,1,4872.85,7.97,0.53
TXN_0003946,CUST_00390,MEDIUM_RELIABILITY,0.81,6590.9,4872.85,NET_BANKING,6,TECHNICAL_ERROR,1,WAIT,Wait,WAIT,12.0,0.704,1,4872.85,0.0,0.13
TXN_0003954,CUST_00391,MEDIUM_RELIABILITY,0.8,5655.88,7560.28,WALLET,8,AUTHENTICATION_FAILURE,2,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.561,0,0.0,2.26,0.31
TXN_0003954,CUST_00391,MEDIUM_RELIABILITY,0.8,5655.88,7560.28,WALLET,8,AUTHENTICATION_FAILURE,2,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.638,1,7560.28,2.59,0.26
TXN_0003954,CUST_00391,MEDIUM_RELIABILITY,0.8,5655.88,7560.28,WALLET,8,AUTHENTICATION_FAILURE,2,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.6886,1,7560.28,8.36,0.61
TXN_0003954,CUST_00391,MEDIUM_RELIABILITY,0.8,5655.88,7560.28,WALLET,8,AUTHENTICATION_FAILURE,2,WAIT,Wait,WAIT,12.0,0.4868,0,0.0,0.28,0.21
TXN_0003959,CUST_00391,MEDIUM_RELIABILITY,0.8,5655.88,5962.57,UPI,5,TEMPORARY_BANK_ERROR,0,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.8627,1,5962.57,2.5,0.15
TXN_0003959,CUST_00391,MEDIUM_RELIABILITY,0.8,5655.88,5962.57,UPI,5,TEMPORARY_BANK_ERROR,0,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.9206,1,5962.57,2.66,0.1
TXN_0003959,CUST_00391,MEDIUM_RELIABILITY,0.8,5655.88,5962.57,UPI,5,TEMPORARY_BANK_ERROR,0,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.7192,1,5962.57,8.26,0.45
TXN_0003959,CUST_00391,MEDIUM_RELIABILITY,0.8,5655.88,5962.57,UPI,5,TEMPORARY_BANK_ERROR,0,WAIT,Wait,WAIT,12.0,0.7704,1,5962.57,0.6,0.05
TXN_0003961,CUST_00391,MEDIUM_RELIABILITY,0.8,5655.88,7098.37,CARD,1,TECHNICAL_ERROR,0,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.81,1,7098.37,2.57,0.15
TXN_0003961,CUST_00391,MEDIUM_RELIABILITY,0.8,5655.88,7098.37,CARD,1,TECHNICAL_ERROR,0,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.7635,1,7098.37,2.43,0.1
