transaction_id,recommended_strategy,digital_twin_utility,digital_twin_probability,digital_twin_expected_recovery,retry_30_utility,retry_6h_utility,payment_link_utility,wait_utility,actual_recovered
TXN_0002663,Retry after 6 hours,1413.61,0.7284,1430.64,1385.38,1413.61,1380.14,1284.79,1
TXN_0002668,Wait,393.73,0.7387,396.76,350.58,371.01,369.47,393.73,1
TXN_0002668,Wait,393.73,0.7387,396.76,350.58,371.01,369.47,393.73,1
TXN_0002668,Wait,393.73,0.7387,396.76,350.58,371.01,369.47,393.73,1
TXN_0002668,Wait,393.73,0.7387,396.76,350.58,371.01,369.47,393.73,1
TXN_0002690,Retry after 30 minutes,2125.28,0.4664,2143.66,2125.28,1968.29,2038.7,1712.89,0
TXN_0002690,Retry after 30 minutes,2125.28,0.4664,2143.66,2125.28,1968.29,2038.7,1712.89,1
TXN_0002690,Retry after 30 minutes,2125.28,0.4664,2143.66,2125.28,1968.29,2038.7,1712.89,1
TXN_0002690,Retry after 30 minutes,2125.28,0.4664,2143.66,2125.28,1968.29,2038.7,1712.89,0
TXN_0002741,Send Payment Link,1425.8,0.5577,1501.4,1178.33,1077.33,1425.8,1004.44,0
TXN_0002741,Send Payment Link,1425.8,0.5577,1501.4,1178.33,1077.33,1425.8,1004.44,1
TXN_0002741,Send Payment Link,1425.8,0.5577,1501.4,1178.33,1077.33,1425.8,1004.44,1
TXN_0002741,Send Payment Link,1425.8,0.5577,1501.4,1178.33,1077.33,1425.8,1004.44,0
TXN_0002791,Send Payment Link,7368.47,0.6275,7682.87,6768.93,6402.3,7368.47,6680.21,0
TXN_0002791,Send Payment Link,7368.47,0.6275,7682.87,6768.93,6402.3,7368.47,6680.21,1
TXN_0002791,Send Payment Link,7368.47,0.6275,7682.87,6768.93,6402.3,7368.47,6680.21,0
TXN_0002791,Send Payment Link,7368.47,0.6275,7682.87,6768.93,6402.3,7368.47,6680.21,0
TXN_0002844,Retry after 30 minutes,214.01,0.6155,217.55,214.01,211.83,186.33,184.77,0
TXN_0002844,Retry after 30 minutes,214.01,0.6155,217.55,214.01,211.83,186.33,184.77,1
TXN_0002844,Retry after 30 minutes,214.01,0.6155,217.55,214.01,211.83,186.33,184.77,1
TXN_0002844,Retry after 30 minutes,214.01,0.6155,217.55,214.01,211.83,186.33,184.77,1
TXN_0002845,Send Payment Link,300.19,0.6485,320.86,276.65,273.94,300.19,278.01,0
TXN_0002845,Send Payment Link,300.19,0.6485,320.86,276.65,273.94,300.19,278.01,1
TXN_0002845,Send Payment Link,300.19,0.6485,320.86,276.65,273.94,300.19,278.01,1
TXN_0002845,Send Payment Link,300.19,0.6485,320.86,276.65,273.94,300.19,278.01,1
TXN_0002848,Send Payment Link,625.5,0.62,660.42,623.86,559.67,625.5,493.21,0
TXN_0002848,Send Payment Link,625.5,0.62,660.42,623.86,559.67,625.5,493.21,1
TXN_0002848,Send Payment Link,625.5,0.62,660.42,623.86,559.67,625.5,493.21,1
TXN_0002848,Send Payment Link,625.5,0.62,660.42,623.86,559.67,625.5,493.21,1
TXN_0002871,Retry after 6 hours,199.02,0.4559,204.68,196.95,199.02,167.86,176.9,1
TXN_0002871,Retry after 6 hours,199.02,0.4559,204.68,196.95,199.02,167.86,176.9,1
TXN_0002871,Retry after 6 hours,199.02,0.4559,204.68,196.95,199.02,167.86,176.9,1
TXN_0002871,Retry after 6 hours,199.02,0.4559,204.68,196.95,199.02,167.86,176.9,1
TXN_0002880,Wait,213.94,0.4769,216.55,210.86,213.27,191.21,213.94,0
TXN_0002880,Wait,213.94,0.4769,216.55,210.86,213.27,191.21,213.94,1
TXN_0002880,Wait,213.94,0.4769,216.55,210.86,213.27,191.21,213.94,0
TXN_0002880,Wait,213.94,0.4769,216.55,210.86,213.27,191.21,213.94,0
TXN_0002891,Retry after 30 minutes,3525.55,0.6242,3547.75,3525.55,3242.1,3335.58,3197.68,1
TXN_0002891,Retry after 30 minutes,3525.55,0.6242,3547.75,3525.55,3242.1,3335.58,3197.68,0
TXN_0002891,Retry after 30 minutes,3525.55,0.6242,3547.75,3525.55,3242.1,3335.58,3197.68,1
TXN_0002891,Retry after 30 minutes,3525.55,0.6242,3547.75,3525.55,3242.1,3335.58,3197.68,0
TXN_0002934,Retry after 30 minutes,1062.42,0.4558,1072.96,1062.42,1038.07,880.58,874.52,1
TXN_0002934,Retry after 30 minutes,1062.42,0.4558,1072.96,1062.42,1038.07,880.58,874.52,0
TXN_0002934,Retry after 30 minutes,1062.42,0.4558,1072.96,1062.42,1038.07,880.58,874.52,1
TXN_0002934,Retry after 30 minutes,1062.42,0.4558,1072.96,1062.42,1038.07,880.58,874.52,1
TXN_0002965,Wait,3084.66,0.666,3108.34,2699.77,2950.71,2649.28,3084.66,0
TXN_0002965,Wait,3084.66,0.666,3108.34,2699.77,2950.71,2649.28,3084.66,1
TXN_0002965,Wait,3084.66,0.666,3108.34,2699.77,2950.71,2649.28,3084.66,1
TXN_0002965,Wait,3084.66,0.666,3108.34,2699.77,2950.71,2649.28,3084.66,0
TXN_0002978,Send Payment Link,1438.45,0.6922,1500.96,1400.53,1390.91,1438.45,1300.67,0
TXN_0002978,Send Payment Link,1438.45,0.6922,1500.96,1400.53,1390.91,1438.45,1300.67,1
TXN_0002978,Send Payment Link,1438.45,0.6922,1500.96,1400.53,1390.91,1438.45,1300.67,1
TXN_0002978,Send Payment Link,1438.45,0.6922,1500.96,1400.53,1390.91,1438.45,1300.67,1
TXN_0002996,Retry after 6 hours,530.8,0.45,542.14,481.05,530.8,510.99,512.43,1
TXN_0002996,Retry after 6 hours,530.8,0.45,542.14,481.05,530.8,510.99,512.43,1
TXN_0002996,Retry after 6 hours,530.8,0.45,542.14,481.05,530.8,510.99,512.43,0
TXN_0002996,Retry after 6 hours,530.8,0.45,542.14,481.05,530.8,510.99,512.43,0
TXN_0003014,Retry after 30 minutes,1731.07,0.5971,1743.59,1731.07,1611.63,1537.43,1555.06,1
TXN_0003014,Retry after 30 minutes,1731.07,0.5971,1743.59,1731.07,1611.63,1537.43,1555.06,0
TXN_0003014,Retry after 30 minutes,1731.07,0.5971,1743.59,1731.07,1611.63,1537.43,1555.06,0
TXN_0003014,Retry after 30 minutes,1731.07,0.5971,1743.59,1731.07,1611.63,1537.43,1555.06,1
TXN_0003016,Retry after 30 minutes,1143.17,0.599,1152.2,1143.17,1138.39,900.89,1059.4,1
TXN_0003016,Retry after 30 minutes,1143.17,0.599,1152.2,1143.17,1138.39,900.89,1059.4,0
TXN_0003016,Retry after 30 minutes,1143.17,0.599,1152.2,1143.17,1138.39,900.89,1059.4,0
TXN_0003016,Retry after 30 minutes,1143.17,0.599,1152.2,1143.17,1138.39,900.89,1059.4,1
TXN_0003075,Retry after 30 minutes,2304.52,0.6486,2319.33,2304.52,2185.62,2040.78,2101.32,0
TXN_0003075,Retry after 30 minutes,2304.52,0.6486,2319.33,2304.52,2185.62,2040.78,2101.32,1
TXN_0003075,Retry after 30 minutes,2304.52,0.6486,2319.33,2304.52,2185.62,2040.78,2101.32,0
TXN_0003075,Retry after 30 minutes,2304.52,0.6486,2319.33,2304.52,2185.62,2040.78,2101.32,1
TXN_0003084,Wait,60.73,0.6157,61.57,56.74,59.26,53.13,60.73,1
TXN_0003084,Wait,60.73,0.6157,61.57,56.74,59.26,53.13,60.73,1
TXN_0003084,Wait,60.73,0.6157,61.57,56.74,59.26,53.13,60.73,1
TXN_0003084,Wait,60.73,0.6157,61.57,56.74,59.26,53.13,60.73,0
TXN_0003110,Wait,685.37,0.6107,691.37,678.75,643.1,676.06,685.37,1
TXN_0003110,Wait,685.37,0.6107,691.37,678.75,643.1,676.06,685.37,1
TXN_0003110,Wait,685.37,0.6107,691.37,678.75,643.1,676.06,685.37,1
TXN_0003110,Wait,685.37,0.6107,691.37,678.75,643.1,676.06,685.37,0
TXN_0003135,Retry after 30 minutes,1277.41,0.6033,1287.18,1277.41,1239.78,1260.88,1060.12,0
TXN_0003135,Retry after 30 minutes,1277.41,0.6033,1287.18,1277.41,1239.78,1260.88,1060.12,1
TXN_0003135,Retry after 30 minutes,1277.41,0.6033,1287.18,1277.41,1239.78,1260.88,1060.12,1
TXN_0003135,Retry after 30 minutes,1277.41,0.6033,1287.18,1277.41,1239.78,1260.88,1060.12,0
TXN_0003167,Retry after 6 hours,2231.94,0.5034,2268.03,2076.59,2231.94,2164.89,2129.6,0
TXN_0003167,Retry after 6 hours,2231.94,0.5034,2268.03,2076.59,2231.94,2164.89,2129.6,1
TXN_0003167,Retry after 6 hours,2231.94,0.5034,2268.03,2076.59,2231.94,2164.89,2129.6,1
TXN_0003167,Retry after 6 hours,2231.94,0.5034,2268.03,2076.59,2231.94,2164.89,2129.6,1
TXN_0003177,Send Payment Link,2306.5,0.4296,2457.83,2125.85,2169.57,2306.5,2067.13,0
TXN_0003177,Send Payment Link,2306.5,0.4296,2457.83,2125.85,2169.57,2306.5,2067.13,1
TXN_0003177,Send Payment Link,2306.5,0.4296,2457.83,2125.85,2169.57,2306.5,2067.13,1
TXN_0003177,Send Payment Link,2306.5,0.4296,2457.83,2125.85,2169.57,2306.5,2067.13,0
TXN_0003178,Wait,1541.73,0.4429,1559.68,1349.59,1482.78,1287.46,1541.73,1
TXN_0003178,Wait,1541.73,0.4429,1559.68,1349.59,1482.78,1287.46,1541.73,1
TXN_0003178,Wait,1541.73,0.4429,1559.68,1349.59,1482.78,1287.46,1541.73,0
TXN_0003178,Wait,1541.73,0.4429,1559.68,1349.59,1482.78,1287.46,1541.73,0
TXN_0003185,Send Payment Link,2649.77,0.6557,2763.43,2624.82,2625.15,2649.77,2304.28,0
TXN_0003185,Send Payment Link,2649.77,0.6557,2763.43,2624.82,2625.15,2649.77,2304.28,0
TXN_0003185,Send Payment Link,2649.77,0.6557,2763.43,2624.82,2625.15,2649.77,2304.28,1
TXN_0003185,Send Payment Link,2649.77,0.6557,2763.43,2624.82,2625.15,2649.77,2304.28,1
TXN_0003216,Send Payment Link,4729.36,0.6103,4940.01,4138.82,4235.38,4729.36,4704.91,1
TXN_0003216,Send Payment Link,4729.36,0.6103,4940.01,4138.82,4235.38,4729.36,4704.91,1
TXN_0003216,Send Payment Link,4729.36,0.6103,4940.01,4138.82,4235.38,4729.36,4704.91,1
TXN_0003216,Send Payment Link,4729.36,0.6103,4940.01,4138.82,4235.38,4729.36,4704.91,1
TXN_0003220,Wait,3892.85,0.7137,3920.66,3260.32,3330.5,3450.14,3892.85,1
TXN_0003220,Wait,3892.85,0.7137,3920.66,3260.32,3330.5,3450.14,3892.85,1
TXN_0003220,Wait,3892.85,0.7137,3920.66,3260.32,3330.5,3450.14,3892.85,0
TXN_0003220,Wait,3892.85,0.7137,3920.66,3260.32,3330.5,3450.14,3892.85,1
TXN_0003243,Wait,2455.24,0.5549,2477.9,2439.58,2438.47,2426.05,2455.24,0
TXN_0003243,Wait,2455.24,0.5549,2477.9,2439.58,2438.47,2426.05,2455.24,1
TXN_0003243,Wait,2455.24,0.5549,2477.9,2439.58,2438.47,2426.05,2455.24,1
TXN_0003243,Wait,2455.24,0.5549,2477.9,2439.58,2438.47,2426.05,2455.24,1
TXN_0003255,Retry after 30 minutes,1255.45,0.6404,1264.66,1255.45,1198.03,1206.48,1057.72,1
TXN_0003255,Retry after 30 minutes,1255.45,0.6404,1264.66,1255.45,1198.03,1206.48,1057.72,0
TXN_0003255,Retry after 30 minutes,1255.45,0.6404,1264.66,1255.45,1198.03,1206.48,1057.72,1
TXN_0003255,Retry after 30 minutes,1255.45,0.6404,1264.66,1255.45,1198.03,1206.48,1057.72,0
TXN_0003256,Retry after 6 hours,1541.45,0.4502,1569.9,1371.66,1541.45,1353.6,1458.21,0
TXN_0003256,Retry after 6 hours,1541.45,0.4502,1569.9,1371.66,1541.45,1353.6,1458.21,1
TXN_0003256,Retry after 6 hours,1541.45,0.4502,1569.9,1371.66,1541.45,1353.6,1458.21,1
TXN_0003256,Retry after 6 hours,1541.45,0.4502,1569.9,1371.66,1541.45,1353.6,1458.21,0
TXN_0003258,Retry after 6 hours,856.24,0.3805,875.81,824.46,856.24,786.91,740.05,0
TXN_0003258,Retry after 6 hours,856.24,0.3805,875.81,824.46,856.24,786.91,740.05,0
TXN_0003258,Retry after 6 hours,856.24,0.3805,875.81,824.46,856.24,786.91,740.05,0
TXN_0003258,Retry after 6 hours,856.24,0.3805,875.81,824.46,856.24,786.91,740.05,0
TXN_0003267,Send Payment Link,2606.92,0.6122,2726.55,2505.81,2534.66,2606.92,2478.2,0
TXN_0003267,Send Payment Link,2606.92,0.6122,2726.55,2505.81,2534.66,2606.92,2478.2,0
TXN_0003267,Send Payment Link,2606.92,0.6122,2726.55,2505.81,2534.66,2606.92,2478.2,1
TXN_0003267,Send Payment Link,2606.92,0.6122,2726.55,2505.81,2534.66,2606.92,2478.2,1
TXN_0003273,Retry after 30 minutes,2094.13,0.599,2108.76,2094.13,2074.02,1887.22,1908.63,1
TXN_0003273,Retry after 30 minutes,2094.13,0.599,2108.76,2094.13,2074.02,1887.22,1908.63,1
TXN_0003273,Retry after 30 minutes,2094.13,0.599,2108.76,2094.13,2074.02,1887.22,1908.63,1
TXN_0003273,Retry after 30 minutes,2094.13,0.599,2108.76,2094.13,2074.02,1887.22,1908.63,1
TXN_0003354,Retry after 30 minutes,3461.81,0.6431,3483.06,3461.81,3451.43,3118.48,3129.53,1
TXN_0003354,Retry after 30 minutes,3461.81,0.6431,3483.06,3461.81,3451.43,3118.48,3129.53,1
TXN_0003354,Retry after 30 minutes,3461.81,0.6431,3483.06,3461.81,3451.43,3118.48,3129.53,1
TXN_0003354,Retry after 30 minutes,3461.81,0.6431,3483.06,3461.81,3451.43,3118.48,3129.53,1
TXN_0003371,Retry after 30 minutes,6459.8,0.5336,6504.77,6459.8,6416.6,6160.81,6099.02,1
TXN_0003371,Retry after 30 minutes,6459.8,0.5336,6504.77,6459.8,6416.6,6160.81,6099.02,1
TXN_0003371,Retry after 30 minutes,6459.8,0.5336,6504.77,6459.8,6416.6,6160.81,6099.02,0
TXN_0003371,Retry after 30 minutes,6459.8,0.5336,6504.77,6459.8,6416.6,6160.81,6099.02,1
TXN_0003375,Retry after 30 minutes,5673.79,0.7042,5704.44,5673.79,5551.04,3761.11,3948.38,0
TXN_0003375,Retry after 30 minutes,5673.79,0.7042,5704.44,5673.79,5551.04,3761.11,3948.38,1
TXN_0003375,Retry after 30 minutes,5673.79,0.7042,5704.44,5673.79,5551.04,3761.11,3948.38,1
TXN_0003375,Retry after 30 minutes,5673.79,0.7042,5704.44,5673.79,5551.04,3761.11,3948.38,1
TXN_0003376,Retry after 30 minutes,6516.77,0.6063,6556.91,6516.77,6326.99,5660.0,5003.22,1
TXN_0003376,Retry after 30 minutes,6516.77,0.6063,6556.91,6516.77,6326.99,5660.0,5003.22,1
TXN_0003376,Retry after 30 minutes,6516.77,0.6063,6556.91,6516.77,6326.99,5660.0,5003.22,0
TXN_0003376,Retry after 30 minutes,6516.77,0.6063,6556.91,6516.77,6326.99,5660.0,5003.22,1
TXN_0003385,Retry after 30 minutes,1787.35,0.6526,1799.3,1787.35,1696.64,1518.78,1471.78,1
TXN_0003385,Retry after 30 minutes,1787.35,0.6526,1799.3,1787.35,1696.64,1518.78,1471.78,1
TXN_0003385,Retry after 30 minutes,1787.35,0.6526,1799.3,1787.35,1696.64,1518.78,1471.78,1
TXN_0003385,Retry after 30 minutes,1787.35,0.6526,1799.3,1787.35,1696.64,1518.78,1471.78,0
TXN_0003431,Send Payment Link,3845.25,0.6555,4006.34,3418.77,3395.96,3845.25,3227.96,0
TXN_0003431,Send Payment Link,3845.25,0.6555,4006.34,3418.77,3395.96,3845.25,3227.96,0
TXN_0003431,Send Payment Link,3845.25,0.6555,4006.34,3418.77,3395.96,3845.25,3227.96,1
TXN_0003431,Send Payment Link,3845.25,0.6555,4006.34,3418.77,3395.96,3845.25,3227.96,0
TXN_0003434,Send Payment Link,5435.7,0.6252,5670.76,5144.82,5150.83,5435.7,5203.48,1
TXN_0003434,Send Payment Link,5435.7,0.6252,5670.76,5144.82,5150.83,5435.7,5203.48,0
TXN_0003434,Send Payment Link,5435.7,0.6252,5670.76,5144.82,5150.83,5435.7,5203.48,0
TXN_0003434,Send Payment Link,5435.7,0.6252,5670.76,5144.82,5150.83,5435.7,5203.48,0
TXN_0003435,Retry after 30 minutes,2947.04,0.5936,2966.83,2947.04,2834.21,2650.42,2685.88,1
TXN_0003435,Retry after 30 minutes,2947.04,0.5936,2966.83,2947.04,2834.21,2650.42,2685.88,1
TXN_0003435,Retry after 30 minutes,2947.04,0.5936,2966.83,2947.04,2834.21,2650.42,2685.88,0
TXN_0003435,Retry after 30 minutes,2947.04,0.5936,2966.83,2947.04,2834.21,2650.42,2685.88,1
TXN_0003457,Retry after 6 hours,889.82,0.4422,907.51,884.59,889.82,797.47,737.46,1
TXN_0003457,Retry after 6 hours,889.82,0.4422,907.51,884.59,889.82,797.47,737.46,0
TXN_0003457,Retry after 6 hours,889.82,0.4422,907.51,884.59,889.82,797.47,737.46,0
TXN_0003457,Retry after 6 hours,889.82,0.4422,907.51,884.59,889.82,797.47,737.46,1
TXN_0003514,Retry after 30 minutes,2755.18,0.8336,2769.11,2755.18,2733.38,2392.0,2241.27,1
TXN_0003514,Retry after 30 minutes,2755.18,0.8336,2769.11,2755.18,2733.38,2392.0,2241.27,1
TXN_0003514,Retry after 30 minutes,2755.18,0.8336,2769.11,2755.18,2733.38,2392.0,2241.27,1
TXN_0003514,Retry after 30 minutes,2755.18,0.8336,2769.11,2755.18,2733.38,2392.0,2241.27,1
TXN_0003546,Retry after 30 minutes,2504.67,0.7252,2519.13,2504.67,2424.36,1899.01,2077.93,1
TXN_0003546,Retry after 30 minutes,2504.67,0.7252,2519.13,2504.67,2424.36,1899.01,2077.93,1
TXN_0003546,Retry after 30 minutes,2504.67,0.7252,2519.13,2504.67,2424.36,1899.01,2077.93,1
TXN_0003546,Retry after 30 minutes,2504.67,0.7252,2519.13,2504.67,2424.36,1899.01,2077.93,0
TXN_0003550,Send Payment Link,4151.12,0.5748,4348.55,2547.76,2670.44,4151.12,3100.11,0
TXN_0003550,Send Payment Link,4151.12,0.5748,4348.55,2547.76,2670.44,4151.12,3100.11,1
TXN_0003550,Send Payment Link,4151.12,0.5748,4348.55,2547.76,2670.44,4151.12,3100.11,1
TXN_0003550,Send Payment Link,4151.12,0.5748,4348.55,2547.76,2670.44,4151.12,3100.11,0
TXN_0003607,Wait,4634.22,0.6156,4672.52,3590.78,3847.72,3836.09,4634.22,1
TXN_0003607,Wait,4634.22,0.6156,4672.52,3590.78,3847.72,3836.09,4634.22,1
TXN_0003607,Wait,4634.22,0.6156,4672.52,3590.78,3847.72,3836.09,4634.22,1
TXN_0003607,Wait,4634.22,0.6156,4672.52,3590.78,3847.72,3836.09,4634.22,1
TXN_0003609,Wait,5635.26,0.6251,5681.05,4371.0,5025.67,4772.56,5635.26,0
TXN_0003609,Wait,5635.26,0.6251,5681.05,4371.0,5025.67,4772.56,5635.26,1
TXN_0003609,Wait,5635.26,0.6251,5681.05,4371.0,5025.67,4772.56,5635.26,1
TXN_0003609,Wait,5635.26,0.6251,5681.05,4371.0,5025.67,4772.56,5635.26,1
TXN_0003700,Wait,4126.39,0.624,4160.06,3061.59,3491.84,3879.95,4126.39,1
TXN_0003700,Wait,4126.39,0.624,4160.06,3061.59,3491.84,3879.95,4126.39,1
TXN_0003700,Wait,4126.39,0.624,4160.06,3061.59,3491.84,3879.95,4126.39,1
TXN_0003700,Wait,4126.39,0.624,4160.06,3061.59,3491.84,3879.95,4126.39,0
TXN_0003705,Retry after 30 minutes,3865.12,0.5785,3890.96,3865.12,3700.13,3491.83,3648.67,1
TXN_0003705,Retry after 30 minutes,3865.12,0.5785,3890.96,3865.12,3700.13,3491.83,3648.67,0
TXN_0003705,Retry after 30 minutes,3865.12,0.5785,3890.96,3865.12,3700.13,3491.83,3648.67,0
TXN_0003705,Retry after 30 minutes,3865.12,0.5785,3890.96,3865.12,3700.13,3491.83,3648.67,0
TXN_0003735,Retry after 30 minutes,1881.51,0.6746,1893.63,1881.51,1820.22,1766.15,1618.15,0
TXN_0003735,Retry after 30 minutes,1881.51,0.6746,1893.63,1881.51,1820.22,1766.15,1618.15,0
TXN_0003735,Retry after 30 minutes,1881.51,0.6746,1893.63,1881.51,1820.22,1766.15,1618.15,1
TXN_0003735,Retry after 30 minutes,1881.51,0.6746,1893.63,1881.51,1820.22,1766.15,1618.15,0
TXN_0003744,Retry after 30 minutes,8151.91,0.662,8197.55,8151.91,7887.62,7863.93,8106.45,1
TXN_0003744,Retry after 30 minutes,8151.91,0.662,8197.55,8151.91,7887.62,7863.93,8106.45,1
TXN_0003744,Retry after 30 minutes,8151.91,0.662,8197.55,8151.91,7887.62,7863.93,8106.45,1
TXN_0003744,Retry after 30 minutes,8151.91,0.662,8197.55,8151.91,7887.62,7863.93,8106.45,1
TXN_0003766,Retry after 30 minutes,2038.73,0.6691,2051.76,2038.73,1997.56,1594.43,1824.56,1
TXN_0003766,Retry after 30 minutes,2038.73,0.6691,2051.76,2038.73,1997.56,1594.43,1824.56,1
TXN_0003766,Retry after 30 minutes,2038.73,0.6691,2051.76,2038.73,1997.56,1594.43,1824.56,0
TXN_0003766,Retry after 30 minutes,2038.73,0.6691,2051.76,2038.73,1997.56,1594.43,1824.56,0
TXN_0003865,Send Payment Link,1648.62,0.5901,1730.22,1093.14,1072.35,1648.62,1093.43,1
TXN_0003865,Send Payment Link,1648.62,0.5901,1730.22,1093.14,1072.35,1648.62,1093.43,1
TXN_0003865,Send Payment Link,1648.62,0.5901,1730.22,1093.14,1072.35,1648.62,1093.43,1
TXN_0003865,Send Payment Link,1648.62,0.5901,1730.22,1093.14,1072.35,1648.62,1093.43,0
TXN_0003903,Retry after 30 minutes,7081.1,0.6171,7123.81,7081.1,6869.81,6950.97,5953.89,1
TXN_0003903,Retry after 30 minutes,7081.1,0.6171,7123.81,7081.1,6869.81,6950.97,5953.89,1
TXN_0003903,Retry after 30 minutes,7081.1,0.6171,7123.81,7081.1,6869.81,6950.97,5953.89,1
TXN_0003903,Retry after 30 minutes,7081.1,0.6171,7123.81,7081.1,6869.81,6950.97,5953.89,1
TXN_0003913,Retry after 30 minutes,1025.38,0.5682,1034.05,1025.38,1016.19,901.98,910.26,1
TXN_0003913,Retry after 30 minutes,1025.38,0.5682,1034.05,1025.38,1016.19,901.98,910.26,1
TXN_0003913,Retry after 30 minutes,1025.38,0.5682,1034.05,1025.38,1016.19,901.98,910.26,1
TXN_0003913,Retry after 30 minutes,1025.38,0.5682,1034.05,1025.38,1016.19,901.98,910.26,1
TXN_0003923,Wait,4095.68,0.6747,4126.6,3503.75,3870.52,3517.16,4095.68,1
TXN_0003923,Wait,4095.68,0.6747,4126.6,3503.75,3870.52,3517.16,4095.68,0
TXN_0003923,Wait,4095.68,0.6747,4126.6,3503.75,3870.52,3517.16,4095.68,1
TXN_0003923,Wait,4095.68,0.6747,4126.6,3503.75,3870.52,3517.16,4095.68,1
TXN_0004006,Send Payment Link,4967.66,0.6026,5191.34,4917.72,4766.38,4967.66,4125.55,1
TXN_0004006,Send Payment Link,4967.66,0.6026,5191.34,4917.72,4766.38,4967.66,4125.55,1
TXN_0004006,Send Payment Link,4967.66,0.6026,5191.34,4917.72,4766.38,4967.66,4125.55,1
TXN_0004006,Send Payment Link,4967.66,0.6026,5191.34,4917.72,4766.38,4967.66,4125.55,1
TXN_0004014,Retry after 30 minutes,5499.9,0.714,5529.31,5499.9,5420.03,5194.88,4464.35,1
TXN_0004014,Retry after 30 minutes,5499.9,0.714,5529.31,5499.9,5420.03,5194.88,4464.35,1
TXN_0004014,Retry after 30 minutes,5499.9,0.714,5529.31,5499.9,5420.03,5194.88,4464.35,1
TXN_0004014,Retry after 30 minutes,5499.9,0.714,5529.31,5499.9,5420.03,5194.88,4464.35,1
TXN_0004021,Retry after 30 minutes,4222.2,0.5611,4251.02,4222.2,3983.5,4068.83,3532.36,0
TXN_0004021,Retry after 30 minutes,4222.2,0.5611,4251.02,4222.2,3983.5,4068.83,3532.36,0
TXN_0004021,Retry after 30 minutes,4222.2,0.5611,4251.02,4222.2,3983.5,4068.83,3532.36,0
TXN_0004021,Retry after 30 minutes,4222.2,0.5611,4251.02,4222.2,3983.5,4068.83,3532.36,0
TXN_0004049,Send Payment Link,3169.86,0.556,3327.8,2852.01,2733.31,3169.86,2849.4,1
TXN_0004049,Send Payment Link,3169.86,0.556,3327.8,2852.01,2733.31,3169.86,2849.4,0
TXN_0004049,Send Payment Link,3169.86,0.556,3327.8,2852.01,2733.31,3169.86,2849.4,0
TXN_0004049,Send Payment Link,3169.86,0.556,3327.8,2852.01,2733.31,3169.86,2849.4,1
TXN_0004153,Send Payment Link,972.08,0.4158,1043.09,828.98,879.36,972.08,967.85,0
TXN_0004153,Send Payment Link,972.08,0.4158,1043.09,828.98,879.36,972.08,967.85,0
TXN_0004153,Send Payment Link,972.08,0.4158,1043.09,828.98,879.36,972.08,967.85,1
TXN_0004153,Send Payment Link,972.08,0.4158,1043.09,828.98,879.36,972.08,967.85,1
TXN_0004157,Retry after 6 hours,951.61,0.4826,968.97,844.54,951.61,722.3,720.16,0
TXN_0004157,Retry after 6 hours,951.61,0.4826,968.97,844.54,951.61,722.3,720.16,1
TXN_0004157,Retry after 6 hours,951.61,0.4826,968.97,844.54,951.61,722.3,720.16,0
TXN_0004157,Retry after 6 hours,951.61,0.4826,968.97,844.54,951.61,722.3,720.16,1
TXN_0004161,Wait,1580.55,0.4099,1600.41,1437.01,1563.65,1479.01,1580.55,0
TXN_0004161,Wait,1580.55,0.4099,1600.41,1437.01,1563.65,1479.01,1580.55,0
TXN_0004161,Wait,1580.55,0.4099,1600.41,1437.01,1563.65,1479.01,1580.55,0
TXN_0004161,Wait,1580.55,0.4099,1600.41,1437.01,1563.65,1479.01,1580.55,1
TXN_0004162,Wait,1327.73,0.399,1344.92,1209.18,1309.08,1323.63,1327.73,0
TXN_0004162,Wait,1327.73,0.399,1344.92,1209.18,1309.08,1323.63,1327.73,0
TXN_0004162,Wait,1327.73,0.399,1344.92,1209.18,1309.08,1323.63,1327.73,0
TXN_0004162,Wait,1327.73,0.399,1344.92,1209.18,1309.08,1323.63,1327.73,1
TXN_0004173,Send Payment Link,1707.32,0.5756,1793.52,1278.84,1294.38,1707.32,1356.17,1
TXN_0004173,Send Payment Link,1707.32,0.5756,1793.52,1278.84,1294.38,1707.32,1356.17,1
TXN_0004173,Send Payment Link,1707.32,0.5756,1793.52,1278.84,1294.38,1707.32,1356.17,0
TXN_0004173,Send Payment Link,1707.32,0.5756,1793.52,1278.84,1294.38,1707.32,1356.17,0
TXN_0004195,Wait,2257.46,0.5609,2278.11,1585.02,1837.48,1929.81,2257.46,0
TXN_0004195,Wait,2257.46,0.5609,2278.11,1585.02,1837.48,1929.81,2257.46,0
TXN_0004195,Wait,2257.46,0.5609,2278.11,1585.02,1837.48,1929.81,2257.46,0
TXN_0004195,Wait,2257.46,0.5609,2278.11,1585.02,1837.48,1929.81,2257.46,1
TXN_0004213,Retry after 6 hours,1884.94,0.5291,1914.37,1664.8,1884.94,1782.71,1869.21,1
TXN_0004213,Retry after 6 hours,1884.94,0.5291,1914.37,1664.8,1884.94,1782.71,1869.21,1
TXN_0004213,Retry after 6 hours,1884.94,0.5291,1914.37,1664.8,1884.94,1782.71,1869.21,1
TXN_0004213,Retry after 6 hours,1884.94,0.5291,1914.37,1664.8,1884.94,1782.71,1869.21,1
TXN_0004214,Retry after 6 hours,1967.3,0.6582,1992.3,1852.07,1967.3,1839.44,1822.64,1
